               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.038422,             0.05647,           0.0048964,             0.88531,             0.85356,              0.8623,             0.46307,            0.039859,            0.058698,            0.010522,            0.005116,            0.005116,            0.005116
                 150,            0.039254,            0.061657,           0.0052123,             0.88131,             0.85732,              0.8528,             0.46669,            0.038963,            0.056615,            0.011073,            0.005083,            0.005083,            0.005083
                 151,            0.038273,            0.059244,           0.0060761,             0.88311,             0.85139,              0.8578,             0.46207,            0.038754,            0.056706,            0.011137,             0.00505,             0.00505,             0.00505
                 152,            0.038152,            0.058394,           0.0053948,             0.88841,              0.8567,             0.86355,             0.46418,            0.039424,            0.057298,            0.010145,            0.005017,            0.005017,            0.005017
                 153,             0.03875,            0.056865,           0.0045801,             0.90181,             0.85114,              0.8703,             0.47675,            0.038682,            0.057283,            0.010635,            0.004984,            0.004984,            0.004984
                 154,            0.038123,            0.058424,           0.0053771,             0.90596,             0.86667,             0.87392,             0.47614,            0.038747,            0.057079,           0.0095537,            0.004951,            0.004951,            0.004951
                 155,            0.037769,            0.059594,           0.0047034,                0.91,             0.87198,             0.87751,             0.47054,            0.039124,            0.057027,           0.0092645,            0.004918,            0.004918,            0.004918
                 156,            0.037654,            0.057907,           0.0047174,             0.91178,             0.86298,             0.87078,             0.47591,            0.038556,            0.056935,            0.010755,            0.004885,            0.004885,            0.004885
                 157,            0.038637,            0.058444,           0.0042258,             0.90706,             0.85893,             0.87066,             0.46391,            0.039692,            0.056705,            0.011118,            0.004852,            0.004852,            0.004852
                 158,            0.039336,            0.058137,           0.0051523,             0.89977,              0.8635,             0.86654,             0.45397,            0.039562,             0.05732,            0.010986,            0.004819,            0.004819,            0.004819
                 159,            0.039371,            0.059466,           0.0045649,             0.90943,             0.86556,             0.86437,             0.45162,            0.039706,            0.057469,             0.01078,            0.004786,            0.004786,            0.004786
                 160,            0.037385,            0.053112,            0.004691,             0.91305,             0.86266,             0.86685,             0.45656,            0.039914,            0.057327,           0.0096183,            0.004753,            0.004753,            0.004753
                 161,            0.037055,            0.056775,           0.0048953,             0.91792,             0.87185,             0.87426,             0.47151,            0.038939,            0.056979,           0.0098152,             0.00472,             0.00472,             0.00472
                 162,            0.037841,            0.061915,           0.0040251,             0.90792,             0.87303,             0.86273,             0.46773,            0.039091,            0.056989,            0.009769,            0.004687,            0.004687,            0.004687
                 163,            0.037544,             0.05742,           0.0042791,             0.91551,             0.87088,             0.86744,              0.4694,            0.038555,            0.057434,            0.009608,            0.004654,            0.004654,            0.004654
                 164,            0.038632,            0.060325,           0.0036867,             0.91837,             0.86502,             0.86893,             0.47144,            0.038736,            0.057689,           0.0094182,            0.004621,            0.004621,            0.004621
                 165,            0.036446,            0.053436,           0.0039067,             0.91927,             0.87329,             0.86721,              0.4616,            0.039918,            0.058003,           0.0088005,            0.004588,            0.004588,            0.004588
                 166,            0.036912,            0.058236,           0.0045448,             0.90113,             0.85559,             0.86604,             0.47211,            0.038696,            0.058359,            0.010466,            0.004555,            0.004555,            0.004555
                 167,            0.037473,            0.059612,            0.004097,             0.90295,             0.85699,             0.86384,             0.47215,            0.038627,            0.058136,           0.0099878,            0.004522,            0.004522,            0.004522
                 168,            0.037321,            0.057834,            0.003998,             0.91201,             0.85666,             0.85245,             0.46491,            0.038562,            0.057848,            0.011243,            0.004489,            0.004489,            0.004489
                 169,            0.035925,            0.058153,           0.0042525,             0.90816,             0.85981,             0.85763,             0.47341,            0.038465,            0.057784,             0.01103,            0.004456,            0.004456,            0.004456
                 170,            0.037851,            0.057767,           0.0047653,             0.91223,              0.8664,             0.85869,             0.45616,            0.039146,            0.058186,            0.010705,            0.004423,            0.004423,            0.004423
                 171,            0.037436,            0.056311,           0.0039564,             0.91713,             0.86635,             0.86009,             0.46139,             0.03896,            0.057841,            0.010509,             0.00439,             0.00439,             0.00439
                 172,            0.036872,            0.056678,           0.0040998,             0.92478,             0.86901,              0.8662,             0.47534,            0.038716,            0.058344,           0.0097444,            0.004357,            0.004357,            0.004357
                 173,            0.036329,             0.05943,           0.0045671,             0.92081,             0.87259,             0.87381,              0.4707,            0.039044,            0.058116,           0.0093677,            0.004324,            0.004324,            0.004324
                 174,            0.037178,            0.060491,           0.0037647,             0.91229,             0.87337,             0.87748,             0.48246,            0.038267,            0.057495,           0.0097141,            0.004291,            0.004291,            0.004291
                 175,            0.037655,            0.055549,           0.0039015,             0.92011,             0.87391,             0.87124,              0.4805,            0.038492,            0.057584,            0.009445,            0.004258,            0.004258,            0.004258
                 176,            0.036374,            0.058856,           0.0037521,             0.91521,             0.87554,             0.87739,             0.47931,            0.038784,            0.057915,           0.0093749,            0.004225,            0.004225,            0.004225
                 177,            0.037243,            0.057756,            0.003516,             0.92213,             0.88336,             0.87823,             0.48122,            0.038409,            0.057579,           0.0089672,            0.004192,            0.004192,            0.004192
                 178,            0.036431,            0.059301,           0.0036346,             0.91338,             0.87668,             0.87277,             0.47338,            0.039168,            0.057837,           0.0088267,            0.004159,            0.004159,            0.004159
                 179,            0.036607,            0.055978,           0.0038022,             0.91151,             0.87495,             0.87177,             0.47902,            0.038283,            0.057469,           0.0091171,            0.004126,            0.004126,            0.004126
                 180,            0.035771,            0.053828,           0.0041864,              0.9021,             0.86688,             0.87154,             0.47973,            0.038585,            0.058223,           0.0090442,            0.004093,            0.004093,            0.004093
                 181,            0.035819,            0.056449,            0.003596,             0.90318,             0.85932,             0.87223,              0.4742,            0.039203,            0.058453,           0.0093756,             0.00406,             0.00406,             0.00406
                 182,            0.035143,            0.052409,           0.0041464,             0.90516,             0.86136,             0.86698,             0.47384,            0.038527,            0.058458,           0.0097554,            0.004027,            0.004027,            0.004027
                 183,            0.036713,            0.059674,           0.0042865,             0.90404,              0.8567,             0.86916,             0.47385,            0.038858,            0.058554,            0.010276,            0.003994,            0.003994,            0.003994
                 184,            0.035302,            0.059155,           0.0037591,             0.90039,             0.87575,             0.87338,             0.48774,             0.03805,            0.057774,           0.0093915,            0.003961,            0.003961,            0.003961
                 185,            0.035807,            0.056292,           0.0037494,             0.91007,             0.87357,             0.87029,             0.48298,            0.038412,            0.057028,           0.0094566,            0.003928,            0.003928,            0.003928
                 186,            0.036467,            0.059071,           0.0035198,               0.913,             0.87576,             0.87645,              0.4819,            0.038584,            0.057521,             0.00912,            0.003895,            0.003895,            0.003895
                 187,            0.036243,            0.056049,           0.0034386,             0.91876,              0.8731,              0.8747,             0.48729,            0.038395,            0.057607,           0.0091856,            0.003862,            0.003862,            0.003862
                 188,            0.035436,            0.055812,           0.0033905,             0.90989,             0.87292,             0.86745,             0.47213,            0.038943,            0.057895,           0.0093138,            0.003829,            0.003829,            0.003829
                 189,            0.034668,            0.056273,           0.0034634,             0.91452,             0.86649,             0.86958,             0.46945,            0.038989,            0.058015,           0.0095444,            0.003796,            0.003796,            0.003796
                 190,            0.035385,            0.056752,           0.0033815,             0.90533,             0.86175,             0.86395,             0.46386,            0.039011,            0.057903,           0.0095935,            0.003763,            0.003763,            0.003763
                 191,             0.03593,             0.05863,           0.0032575,             0.90509,             0.86756,             0.86128,             0.45435,            0.039366,            0.058145,           0.0092978,             0.00373,             0.00373,             0.00373
                 192,            0.035309,            0.055761,           0.0031959,             0.90748,             0.87659,             0.86924,             0.47853,            0.038857,            0.058307,           0.0092685,            0.003697,            0.003697,            0.003697
                 193,            0.035468,            0.056162,           0.0033985,             0.91239,             0.86655,             0.86724,             0.47419,            0.038405,            0.058331,           0.0096707,            0.003664,            0.003664,            0.003664
                 194,            0.035198,            0.055789,           0.0032561,             0.92118,             0.87355,             0.87107,              0.4799,            0.038219,            0.058392,           0.0090778,            0.003631,            0.003631,            0.003631
                 195,            0.035384,            0.057313,           0.0033838,             0.91875,             0.86993,             0.87101,             0.47164,            0.038391,            0.058154,           0.0094349,            0.003598,            0.003598,            0.003598
                 196,            0.034369,            0.056631,            0.003281,             0.91595,             0.87122,             0.86289,             0.47443,            0.038423,            0.058247,             0.01027,            0.003565,            0.003565,            0.003565
                 197,            0.033967,            0.054962,           0.0033136,             0.91484,             0.86956,             0.86248,             0.46915,            0.038702,            0.058311,            0.010565,            0.003532,            0.003532,            0.003532
                 198,            0.034425,            0.053658,           0.0036434,             0.91282,             0.86915,             0.86649,             0.47451,            0.038549,            0.058516,             0.01046,            0.003499,            0.003499,            0.003499
                 199,            0.034767,            0.056557,           0.0030667,             0.90882,             0.86735,             0.86977,             0.47716,            0.038219,            0.058307,           0.0097368,            0.003466,            0.003466,            0.003466
                 200,            0.034706,            0.055542,           0.0033618,             0.90403,             0.86786,             0.87079,             0.47833,            0.038214,            0.058034,            0.009613,            0.003433,            0.003433,            0.003433
                 201,             0.03431,            0.055682,             0.00304,             0.90384,             0.86341,             0.86981,             0.47464,            0.038545,             0.05818,           0.0095727,              0.0034,              0.0034,              0.0034
                 202,            0.034202,            0.053641,           0.0031023,             0.90805,             0.85951,             0.86827,             0.47995,            0.038305,            0.058653,           0.0095158,            0.003367,            0.003367,            0.003367
                 203,            0.035064,            0.055176,            0.002793,             0.90544,             0.86648,             0.86803,             0.47454,            0.038428,            0.058565,           0.0096631,            0.003334,            0.003334,            0.003334
                 204,             0.03448,            0.054005,           0.0031786,              0.9121,             0.86826,             0.86627,             0.47809,            0.038361,             0.05844,           0.0094955,            0.003301,            0.003301,            0.003301
                 205,            0.034789,            0.055901,           0.0029157,             0.90894,             0.87071,             0.86742,             0.48406,            0.037962,             0.05826,           0.0092499,            0.003268,            0.003268,            0.003268
                 206,            0.033817,            0.053471,           0.0033228,             0.90854,             0.86442,             0.86805,             0.47492,            0.038292,            0.058771,           0.0094686,            0.003235,            0.003235,            0.003235
                 207,            0.034861,            0.057908,           0.0029822,             0.89937,              0.8651,             0.85696,             0.47058,            0.038642,            0.058725,            0.009737,            0.003202,            0.003202,            0.003202
                 208,            0.034453,            0.056841,           0.0029792,             0.90585,              0.8668,             0.86651,             0.47558,            0.038373,            0.058543,            0.009434,            0.003169,            0.003169,            0.003169
                 209,            0.035421,            0.060394,           0.0028366,             0.91149,             0.87355,             0.86526,             0.48352,             0.03805,             0.05843,           0.0090702,            0.003136,            0.003136,            0.003136
                 210,            0.033338,            0.058605,           0.0026148,             0.92014,             0.87984,             0.87368,             0.48103,            0.038228,            0.058682,           0.0090013,            0.003103,            0.003103,            0.003103
                 211,            0.033935,            0.057244,           0.0028788,             0.92073,             0.88273,             0.87633,             0.48244,            0.038244,            0.058864,           0.0087585,             0.00307,             0.00307,             0.00307
                 212,            0.033598,            0.053643,           0.0030161,              0.9201,             0.87345,             0.87222,             0.47706,            0.038149,            0.058875,           0.0090308,            0.003037,            0.003037,            0.003037
                 213,            0.034464,            0.057531,            0.003062,             0.92396,             0.87492,             0.87196,             0.47397,            0.038612,            0.058977,           0.0089612,            0.003004,            0.003004,            0.003004
                 214,            0.034077,            0.056304,           0.0025643,             0.91879,             0.87355,             0.87375,             0.48136,            0.038135,            0.058839,            0.009146,            0.002971,            0.002971,            0.002971
                 215,            0.034208,            0.054094,           0.0026949,             0.92697,             0.87691,             0.87774,             0.48369,            0.038288,            0.058852,           0.0089223,            0.002938,            0.002938,            0.002938
                 216,            0.034507,            0.058844,           0.0025506,             0.92634,             0.87205,             0.87182,             0.48327,            0.038026,            0.058855,           0.0094552,            0.002905,            0.002905,            0.002905
                 217,            0.034999,            0.056844,           0.0026932,             0.91423,              0.8596,             0.86013,             0.47842,            0.037817,            0.058971,            0.010412,            0.002872,            0.002872,            0.002872
                 218,            0.032749,            0.056207,           0.0026192,             0.91774,             0.86994,             0.86729,             0.47848,             0.03826,            0.058762,           0.0097847,            0.002839,            0.002839,            0.002839
                 219,             0.03332,             0.05553,           0.0030467,             0.91771,             0.87599,             0.87801,             0.48807,            0.038272,            0.058725,           0.0084691,            0.002806,            0.002806,            0.002806
                 220,            0.034215,            0.053687,           0.0030562,             0.91636,             0.87818,             0.87822,             0.48497,            0.038481,            0.059303,           0.0085368,            0.002773,            0.002773,            0.002773
                 221,            0.033291,            0.051451,            0.002989,             0.91505,             0.87954,             0.88121,             0.48459,            0.038235,            0.059265,           0.0085869,             0.00274,             0.00274,             0.00274
                 222,            0.032874,             0.05479,            0.003006,             0.91795,             0.87547,             0.88008,             0.48771,            0.038019,            0.059407,           0.0085804,            0.002707,            0.002707,            0.002707
                 223,            0.033931,            0.053903,           0.0028268,             0.91872,             0.87345,             0.87683,             0.48512,            0.037946,            0.059352,            0.008636,            0.002674,            0.002674,            0.002674
                 224,            0.033684,            0.054785,           0.0023558,             0.90153,             0.86078,             0.86674,             0.47741,            0.038006,              0.0591,            0.010133,            0.002641,            0.002641,            0.002641
                 225,             0.03339,            0.051555,           0.0025311,             0.90232,             0.86141,             0.86598,              0.4786,            0.038086,            0.058858,            0.010425,            0.002608,            0.002608,            0.002608
                 226,            0.033492,            0.050756,           0.0025632,              0.9072,             0.86127,             0.86374,             0.47762,            0.038289,            0.059116,            0.010446,            0.002575,            0.002575,            0.002575
                 227,            0.033229,            0.055108,           0.0026835,             0.90974,              0.8609,             0.86462,             0.47793,               0.038,            0.059393,            0.010319,            0.002542,            0.002542,            0.002542
                 228,            0.032558,            0.049133,            0.002423,              0.9188,             0.86415,              0.8774,             0.48841,            0.037922,             0.05927,           0.0090561,            0.002509,            0.002509,            0.002509
                 229,            0.032678,            0.053183,            0.002559,             0.91729,              0.8637,             0.87757,             0.49224,            0.037555,            0.059087,           0.0094445,            0.002476,            0.002476,            0.002476
                 230,            0.032586,            0.056891,           0.0023499,             0.91196,             0.86429,              0.8719,             0.48276,            0.037724,            0.059233,            0.010021,            0.002443,            0.002443,            0.002443
                 231,             0.03231,            0.049832,           0.0027576,             0.91373,             0.86981,             0.87495,             0.48616,            0.037712,            0.059099,           0.0095515,             0.00241,             0.00241,             0.00241
                 232,            0.032476,             0.05167,           0.0027357,             0.91866,             0.87416,             0.87851,              0.4882,            0.037787,            0.059167,           0.0089135,            0.002377,            0.002377,            0.002377
                 233,            0.032391,            0.054581,           0.0022795,             0.91439,             0.86624,             0.87242,             0.48249,            0.037736,            0.059058,           0.0097167,            0.002344,            0.002344,            0.002344
                 234,            0.032434,            0.051635,            0.002405,              0.9171,             0.86156,             0.86585,             0.48136,            0.037564,            0.059435,             0.01066,            0.002311,            0.002311,            0.002311
                 235,            0.033013,            0.051574,            0.002339,             0.91171,             0.86984,             0.86604,             0.47975,            0.037689,            0.059615,            0.010589,            0.002278,            0.002278,            0.002278
                 236,            0.033035,            0.055055,           0.0024099,             0.91386,             0.86819,             0.87171,             0.48869,            0.037453,            0.059308,           0.0095863,            0.002245,            0.002245,            0.002245
                 237,            0.032164,            0.054246,           0.0026395,             0.91126,             0.86665,             0.86916,             0.48618,            0.037644,            0.059001,           0.0092907,            0.002212,            0.002212,            0.002212
                 238,            0.031324,            0.052122,           0.0022765,             0.90883,             0.85946,             0.86007,             0.48108,            0.037901,            0.059195,            0.011661,            0.002179,            0.002179,            0.002179
                 239,            0.031168,            0.054361,           0.0027644,             0.90919,             0.86467,                0.86,             0.47658,            0.037769,            0.059494,            0.011619,            0.002146,            0.002146,            0.002146
                 240,            0.033328,            0.052309,           0.0020993,              0.9069,             0.85995,             0.85984,             0.47954,            0.037883,            0.060013,            0.011215,            0.002113,            0.002113,            0.002113
                 241,               0.032,            0.053675,           0.0022753,             0.90641,             0.85749,             0.86549,             0.48214,            0.037854,            0.059911,             0.01048,             0.00208,             0.00208,             0.00208
                 242,            0.032295,            0.053828,           0.0023495,             0.91076,             0.86989,             0.86945,             0.48277,            0.038096,            0.059717,           0.0094702,            0.002047,            0.002047,            0.002047
                 243,            0.031512,            0.052284,           0.0021152,             0.91445,              0.8762,             0.87076,             0.48675,            0.037824,            0.059627,           0.0092883,            0.002014,            0.002014,            0.002014
                 244,             0.03065,            0.051884,           0.0021096,             0.91312,             0.87909,             0.86986,             0.48301,            0.037985,            0.059828,           0.0089648,            0.001981,            0.001981,            0.001981
                 245,            0.032415,            0.057297,           0.0020694,             0.91179,             0.87233,             0.87008,             0.48677,            0.037502,            0.059685,           0.0092297,            0.001948,            0.001948,            0.001948
                 246,            0.031243,            0.055522,           0.0021879,             0.91394,             0.86175,             0.87037,             0.48526,            0.037687,             0.05992,            0.009692,            0.001915,            0.001915,            0.001915
                 247,            0.031396,             0.05271,           0.0019408,             0.90882,             0.86774,              0.8707,             0.48591,            0.037667,            0.059984,           0.0094686,            0.001882,            0.001882,            0.001882
                 248,            0.032151,            0.053915,           0.0019231,             0.91735,             0.86854,             0.87256,             0.48955,            0.037689,            0.060106,           0.0091588,            0.001849,            0.001849,            0.001849
                 249,            0.031519,            0.054806,           0.0023327,             0.91621,             0.87175,             0.87327,               0.488,            0.037878,            0.060025,           0.0090094,            0.001816,            0.001816,            0.001816
                 250,            0.031256,            0.054124,           0.0025021,             0.91573,             0.88209,              0.8728,             0.49053,            0.037633,            0.059799,           0.0088315,            0.001783,            0.001783,            0.001783
                 251,            0.031833,            0.051623,           0.0019115,             0.91987,             0.88166,             0.87368,              0.4874,            0.037777,            0.060088,           0.0087115,             0.00175,             0.00175,             0.00175
                 252,            0.030935,            0.052775,           0.0019521,             0.92306,             0.87971,             0.87343,             0.48648,            0.037693,            0.060172,           0.0087037,            0.001717,            0.001717,            0.001717
                 253,            0.031421,            0.054569,           0.0019534,             0.92422,             0.87632,             0.87599,             0.48726,            0.037744,            0.059955,           0.0086131,            0.001684,            0.001684,            0.001684
                 254,            0.030984,            0.051962,             0.00182,             0.92772,             0.87911,             0.87718,             0.48774,            0.037625,            0.059821,           0.0085158,            0.001651,            0.001651,            0.001651
                 255,            0.031093,            0.054447,           0.0019862,             0.92577,             0.87697,             0.87543,              0.4875,            0.037706,            0.059927,           0.0086396,            0.001618,            0.001618,            0.001618
                 256,            0.030853,            0.045708,           0.0019108,             0.92497,              0.8724,             0.87264,             0.48493,              0.0379,            0.060194,           0.0090108,            0.001585,            0.001585,            0.001585
                 257,            0.031424,            0.055595,           0.0022562,             0.92101,              0.8709,              0.8702,             0.48293,             0.03772,            0.060425,           0.0091701,            0.001552,            0.001552,            0.001552
                 258,            0.030406,            0.050231,             0.00204,             0.91844,             0.86708,             0.86555,             0.48352,            0.037822,            0.060526,           0.0099015,            0.001519,            0.001519,            0.001519
                 259,             0.03145,            0.051818,            0.001735,              0.9158,             0.86754,             0.86652,             0.48144,            0.037608,            0.060561,            0.009949,            0.001486,            0.001486,            0.001486
                 260,            0.030703,            0.053088,           0.0018764,              0.9171,             0.87051,             0.87218,             0.48689,            0.037575,            0.060295,           0.0093968,            0.001453,            0.001453,            0.001453
                 261,            0.031154,            0.053956,           0.0022813,             0.91755,             0.87242,             0.87407,             0.48995,            0.037643,            0.060196,           0.0090524,             0.00142,             0.00142,             0.00142
                 262,            0.031001,            0.052504,           0.0016966,             0.91486,             0.87078,             0.87609,             0.49249,            0.037385,            0.059927,           0.0088574,            0.001387,            0.001387,            0.001387
                 263,            0.030285,            0.049628,           0.0022183,              0.9144,             0.87463,             0.87479,             0.48718,            0.037746,             0.06015,           0.0089185,            0.001354,            0.001354,            0.001354
                 264,            0.030573,            0.054553,           0.0018083,             0.92275,             0.87417,             0.87692,              0.4904,            0.037605,            0.060092,           0.0088911,            0.001321,            0.001321,            0.001321
                 265,            0.030099,            0.049473,           0.0016978,             0.92346,             0.87948,             0.87701,             0.49154,            0.037664,            0.060262,           0.0087408,            0.001288,            0.001288,            0.001288
                 266,            0.030914,            0.052624,           0.0015481,             0.92329,             0.87481,              0.8757,             0.48756,            0.037713,            0.060388,           0.0088058,            0.001255,            0.001255,            0.001255
                 267,            0.029725,            0.050758,            0.001572,             0.92135,             0.87555,             0.87507,             0.49109,            0.037715,            0.060393,           0.0088316,            0.001222,            0.001222,            0.001222
                 268,            0.030434,            0.050378,           0.0021385,             0.92055,             0.87354,             0.87193,             0.48682,            0.037685,            0.060422,           0.0089953,            0.001189,            0.001189,            0.001189
                 269,            0.030139,            0.052808,           0.0016814,             0.92077,             0.87161,             0.87143,             0.48631,            0.037861,            0.060326,           0.0090607,            0.001156,            0.001156,            0.001156
                 270,            0.031393,            0.052495,           0.0015571,             0.91909,             0.87163,             0.87309,              0.4866,            0.037775,            0.060327,           0.0092258,            0.001123,            0.001123,            0.001123
                 271,            0.030106,            0.051611,           0.0016737,             0.91424,             0.87097,             0.87237,             0.48901,            0.037599,            0.060454,            0.009351,             0.00109,             0.00109,             0.00109
                 272,            0.030526,            0.053444,           0.0015242,             0.91171,             0.86783,             0.87014,             0.48629,            0.037553,            0.060576,            0.009427,            0.001057,            0.001057,            0.001057
                 273,            0.029902,              0.0528,           0.0014787,             0.91855,             0.87162,             0.87228,             0.49085,            0.037493,            0.060597,           0.0091287,            0.001024,            0.001024,            0.001024
                 274,            0.030637,            0.054338,            0.001347,             0.92022,             0.87368,             0.87412,             0.49364,            0.037379,            0.060637,           0.0088494,            0.000991,            0.000991,            0.000991
                 275,            0.030324,            0.051482,            0.001502,             0.92324,              0.8742,             0.87359,             0.49042,            0.037488,            0.060684,           0.0087508,            0.000958,            0.000958,            0.000958
                 276,            0.029584,             0.05125,           0.0015356,             0.92277,             0.87769,             0.87407,             0.49075,             0.03752,            0.060735,           0.0087397,            0.000925,            0.000925,            0.000925
                 277,              0.0303,            0.053546,           0.0018522,             0.92224,               0.878,             0.87583,             0.48979,            0.037596,            0.060773,           0.0086915,            0.000892,            0.000892,            0.000892
                 278,            0.029419,            0.053746,           0.0013689,             0.92007,             0.87719,             0.87667,              0.4919,             0.03745,            0.060747,           0.0087668,            0.000859,            0.000859,            0.000859
                 279,             0.02901,             0.04827,           0.0015781,             0.91508,             0.87548,             0.87406,             0.48914,            0.037542,            0.060648,           0.0090595,            0.000826,            0.000826,            0.000826
                 280,            0.029756,            0.052289,           0.0017841,             0.91368,             0.86861,             0.87411,             0.48923,            0.037463,             0.06062,           0.0094208,            0.000793,            0.000793,            0.000793
                 281,            0.029649,            0.054066,           0.0013546,             0.91071,             0.86694,              0.8757,             0.49131,            0.037417,            0.060594,           0.0095925,             0.00076,             0.00076,             0.00076
                 282,            0.029674,            0.051654,           0.0013303,             0.91138,             0.86739,             0.87368,              0.4929,            0.037368,            0.060501,           0.0095193,            0.000727,            0.000727,            0.000727
                 283,            0.028578,            0.052593,            0.001464,             0.90988,             0.86766,             0.87273,             0.48858,            0.037523,              0.0606,           0.0095053,            0.000694,            0.000694,            0.000694
                 284,            0.030411,             0.05457,             0.00133,             0.91151,             0.86725,              0.8729,             0.49099,            0.037448,             0.06076,           0.0095587,            0.000661,            0.000661,            0.000661
                 285,            0.029686,            0.054557,           0.0012845,             0.91345,             0.87019,             0.87479,             0.49232,            0.037486,            0.060747,           0.0094413,            0.000628,            0.000628,            0.000628
                 286,            0.029465,            0.047873,           0.0015515,             0.90906,             0.87053,             0.87521,             0.49265,            0.037482,            0.060771,           0.0094659,            0.000595,            0.000595,            0.000595
                 287,            0.029689,            0.048696,           0.0013114,             0.91135,             0.87728,             0.87564,              0.4923,            0.037488,            0.060703,           0.0092623,            0.000562,            0.000562,            0.000562
                 288,            0.029783,            0.050927,             0.00159,             0.91268,             0.87806,             0.87503,             0.49059,            0.037434,            0.060771,            0.009091,            0.000529,            0.000529,            0.000529
                 289,            0.029299,            0.051146,           0.0013238,             0.91555,             0.87741,             0.87673,             0.49041,            0.037418,            0.060895,           0.0090712,            0.000496,            0.000496,            0.000496
                 290,            0.029686,            0.051835,           0.0014691,             0.91666,             0.87822,             0.87492,             0.48804,            0.037523,            0.060847,           0.0089947,            0.000463,            0.000463,            0.000463
                 291,            0.029274,            0.050584,           0.0014949,             0.91776,             0.87638,             0.87461,             0.48995,            0.037533,            0.060915,           0.0089735,             0.00043,             0.00043,             0.00043
                 292,            0.029094,            0.051513,           0.0015057,             0.91567,             0.87555,             0.87431,             0.48923,            0.037457,            0.060916,           0.0089862,            0.000397,            0.000397,            0.000397
                 293,            0.028444,             0.05148,           0.0014522,             0.91672,             0.87344,              0.8753,             0.49057,            0.037478,            0.060883,           0.0090281,            0.000364,            0.000364,            0.000364
                 294,            0.029326,            0.048782,           0.0012883,             0.91397,             0.87235,             0.87321,              0.4912,            0.037465,            0.060928,           0.0090778,            0.000331,            0.000331,            0.000331
                 295,            0.029682,            0.053296,           0.0013662,             0.91565,             0.86958,             0.87339,              0.4897,            0.037453,            0.060912,           0.0090836,            0.000298,            0.000298,            0.000298
                 296,            0.029993,            0.051439,           0.0012562,             0.91511,             0.86911,             0.87357,             0.48927,            0.037506,            0.060863,           0.0091163,            0.000265,            0.000265,            0.000265
                 297,            0.029012,            0.051402,           0.0012131,             0.91604,             0.86779,             0.87224,             0.48831,            0.037504,            0.060832,           0.0091493,            0.000232,            0.000232,            0.000232
                 298,            0.029664,            0.050856,           0.0012321,              0.9175,             0.86668,             0.87384,             0.48871,            0.037565,            0.060921,           0.0091722,            0.000199,            0.000199,            0.000199
                 299,            0.029577,            0.049671,            0.001317,             0.91623,             0.86622,              0.8736,             0.48779,            0.037625,            0.060994,           0.0091587,            0.000166,            0.000166,            0.000166
